scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,sub_category_encoded,fund_size_cr_log,expense_ratio_log,cluster,is_top_performer
SBI Dynamic Bond Fund,500,5000,0.87,2407.0,10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,SBI Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,10,7.786551806428712,0.6259384308664953,2,0
SBI Equity Hybrid Fund,500,1000,0.79,54492.0,10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,SBI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,18.4,10.8,0,10.905827532035193,0.5822156198526637,3,0
SBI Equity Minimum Variance – Direct Growth,500,5000,0.42,134.0,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,27.0,8.9,33,4.90527477843843,0.3506568716131694,1,0
SBI Equity Savings Fund,500,1000,0.67,2264.0,8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,SBI Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,14.6,8.1,12,7.725330037917135,0.5128236264286639,4,0
SBI Flexi Cap Fund,500,1000,0.85,15602.0,10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,SBI Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,25.2,11.0,14,9.655218482441182,0.6151856390902334,3,0
SBI Floating Rate Debt Fund,500,5000,0.26,1604.0,2,Rajeev Radhakrishnan,2.87,1.855,12.3,0.86,1.29,2,SBI Mutual Fund,3,Debt,Floater Mutual Funds,5.0,18.5,8.9,15,7.380879035564116,0.23111172096338664,1,0
SBI FMP – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,40.0,4,Ranjana Gupta,1.0,8.463750000000001,3.62,5.09,0.69,3,SBI Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,6.2,8.9,13,3.713572066704308,0.0,2,0
SBI Focused Equity Fund,500,5000,0.69,26561.0,10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,SBI Mutual Fund,3,Equity,Focused Funds,-4.9,22.0,12.2,18,10.187236901960196,0.5247285289349821,3,1
SBI Gold Fund,500,5000,0.1,1265.0,10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,SBI Mutual Fund,3,Other,FoFs Domestic,14.8,11.9,13.4,16,7.143617602704121,0.09531017980432487,1,1
SBI Healthcare Opportunities Fund,500,5000,1.09,1574.0,10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,25.7,13.6,33,7.362010551259734,0.7371640659767197,3,1
SBI Infrastructure Fund,500,5000,1.88,927.0,10,Bhavin Vithiani,4.0,8.463750000000001,16.14,0.57,1.79,6,SBI Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,33.5,13.0,33,6.833031732786201,1.0577902941478545,0,1
SBI Large & Midcap Fund,500,5000,0.99,9441.0,10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,SBI Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,30.2,13.6,21,9.152923101106232,0.688134638736401,3,1
SBI Liquid Fund,500,500,0.18,57052.0,10,R Arun,4.07,1.35,0.38,0.76,0.88,2,SBI Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,23,10.951735939359013,0.16551443847757338,4,0
SBI Long Term Advantage Fund,0,500,1.75,164.0,6,R Srinivasan,3.93,8.463750000000001,18.27,0.87,1.79,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.1,43.3,18.1,11,5.10594547390058,1.0116009116784799,3,1
SBI Long Term Advantage Fund,0,500,1.76,57.0,7,R Srinivasan,3.71,8.463750000000001,15.74,0.83,1.9,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.1,36.2,15.4,11,4.060443010546419,1.0152306797290584,0,1
SBI Long Term Advantage Fund,0,500,1.76,30.0,8,R Srinivasan,3.76,8.463750000000001,15.74,0.83,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,0.5,35.5,14.5,11,3.4339872044851463,1.0152306797290584,0,1
SBI Long Term Advantage Fund,0,500,1.76,36.0,8,R Srinivasan,3.69,8.463750000000001,15.98,0.84,1.87,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.0,36.4,14.0,11,3.6109179126442243,1.0152306797290584,0,1
SBI Long Term Advantage Fund,0,500,1.76,222.0,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,4.5,28.2,8.9,11,5.407171771460119,1.0152306797290584,0,0
SBI Long Term Advantage Fund,0,500,1.76,278.0,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,-2.7,25.1,8.9,11,5.631211781821365,1.0152306797290584,0,0
SBI Long Term Equity Fund,500,500,1.07,12158.0,10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,SBI Mutual Fund,3,Equity,ELSS Mutual Funds,8.7,30.1,11.6,11,9.405824915296419,0.7275486072772778,3,0
SBI Magnum Children’s Benefit Fund,500,5000,0.86,89.0,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,SBI Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,15.2,8.3,3,4.499809670330265,0.6205764877251099,1,0
SBI Magnum Comma Fund,500,5000,2.03,417.0,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,30.9,11.3,33,6.035481432524756,1.1085626195212777,0,0
SBI Magnum Equity ESG Fund,500,1000,1.35,4456.0,10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,24.2,12.2,33,8.402231172946555,0.8544153281560676,3,1
SBI Magnum Gilt Fund,500,5000,0.46,4301.0,10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3,19,8.366835309827675,0.3784364357202451,2,0
SBI Magnum Global Fund,500,5000,1.25,5257.0,10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,24.1,11.5,33,8.567506005289827,0.8109302162163288,3,0
SBI Magnum Income Fund,500,5000,0.8,1510.0,10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,SBI Mutual Fund,4,Debt,Medium to Long Duration Funds,4.8,6.9,7.8,26,7.32052696227274,0.5877866649021191,2,0
SBI Magnum Low Duration Fund,500,5000,0.4,7717.0,10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,SBI Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,6.4,24,8.951310542097564,0.33647223662121295,4,0
SBI Magnum Medium Duration Fund,500,5000,0.69,7087.0,10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,SBI Mutual Fund,4,Debt,Medium Duration Funds,4.6,7.2,7.9,25,8.866158492284917,0.5247285289349821,2,0
SBI Magnum Midcap Fund,500,5000,0.97,8732.0,10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,SBI Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,37.0,13.5,27,9.074864232413733,0.6780335427498971,3,1
SBI Magnum Ultra Short Duration Fund,2000,5000,0.31,8907.0,10,R Arun,3.14,2.47,0.58,1.2,1.49,2,SBI Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.1,6.1,36,9.094705028377259,0.27002713721306015,4,0
SBI Multi Asset Allocation Fund,500,5000,0.88,609.0,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,SBI Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,16.1,9.6,29,6.413458957167357,0.6312717768418579,0,0
SBI Nifty Index Fund,500,5000,0.18,3324.0,10,Raviprakash Sharma,3.47,-0.69,16.8,1.0,1.31,6,SBI Mutual Fund,3,Other,Index Funds,0.9,26.0,11.8,20,8.109224953089955,0.16551443847757338,3,0
SBI Overnight Fund,2000,5000,0.1,19888.0,10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,SBI Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,4.6,31,9.897922094063247,0.09531017980432487,2,0
SBI PSU Fund,500,5000,1.42,505.0,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,26.3,7.4,33,6.226536669287466,0.883767540168595,0,0
SBI Savings Fund,500,500,0.23,19441.0,10,R Arun,4.1,2.73,0.59,1.19,1.93,3,SBI Mutual Fund,3,Debt,Money Market Funds,5.5,5.3,6.2,28,9.875190953381015,0.20701416938432615,4,0
SBI Short Term Debt Fund,500,5000,0.35,13289.0,10,Rajeev Radhakrishnan,1.57,5.0,1.7,2.44,1.02,2,SBI Mutual Fund,3,Debt,Short Duration Funds,4.6,6.4,6.8,34,9.494767151707292,0.3001045924503381,2,0
SBI Small Cap Fund,500,5000,0.7,15395.0,10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,SBI Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,38.3,15.3,35,9.641863014403636,0.5306282510621704,3,1
SBI Tax Advantage Fund,0,500,1.76,28.0,9,R Srinivasan,4.1,8.463750000000001,16.07,0.84,1.85,4,SBI Mutual Fund,0,Equity,ELSS Mutual Funds,1.9,41.1,18.1,11,3.367295829986474,1.0152306797290584,0,1
SBI Technology Opportunities Fund,500,5000,0.87,2861.0,10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,SBI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,37.1,18.1,33,7.959275960116396,0.6259384308664953,3,1
Shriram Balanced Advantage Fund,1000,5000,0.6,48.0,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,8.9,9,3.8918202981106265,0.4700036292457356,1,0
Shriram Flexi Cap Fund,1000,5000,0.65,60.0,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,21.5,8.9,14,4.110873864173311,0.5007752879124893,1,0
Shriram Hybrid Equity Fund,1000,5000,0.65,56.0,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,17.7,8.9,0,4.04305126783455,0.5007752879124893,1,0
Shriram Long Term Equity Fund,500,500,0.6,36.0,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,ELSS Mutual Funds,0.8,20.1,8.9,11,3.6109179126442243,0.4700036292457356,1,0
Sundaram Aggressive Hybrid Fund,100,100,0.67,2981.0,10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7,0,8.000349495324684,0.5128236264286639,3,0
Sundaram Arbitrage Fund,500,100,0.28,108.0,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8,1,4.6913478822291435,0.2468600779315258,2,0
Sundaram Balanced Advantage Fund,500,100,0.62,1532.0,10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.9,11.9,7.2,9,7.334981878871814,0.4824261492442927,4,0
Sundaram Banking & PSU Debt Fund,250,5000,0.19,450.0,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1,2,6.111467339502679,0.17395330712343804,2,0
Sundaram Consumption Fund,100,100,1.46,1106.0,10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,22.5,8.8,33,7.009408932708637,0.9001613499442714,0,0
Sundaram Corporate Bond Fund,250,5000,0.28,996.0,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,6.8,7.3,6,6.904750769961838,0.2468600779315258,2,0
Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,30.0,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,11.6,6.2,4,3.4339872044851463,0.7884573603642702,0,0
Sundaram Diversified Equity – Direct Growth,100,500,1.66,1623.0,10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,ELSS Mutual Funds,2.2,26.1,8.9,11,7.392647520721623,0.9783261227936076,0,0
Sundaram Dividend Yield Fund,500,5000,1.02,382.0,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,26.4,11.7,8,5.948034989180646,0.7030975114131134,0,0
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.75,297.0,5,Rohit Seksaria,4.45,8.463750000000001,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,8.9,35,5.697093486505405,0.5596157879354227,0,0
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.75,208.0,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,8.9,35,5.342334251964811,0.5596157879354227,0,0
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,79.0,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,8.9,35,4.382026634673881,0.5822156198526637,0,0
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.77,41.0,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,8.9,35,3.7376696182833684,0.5709795465857378,1,0
Sundaram Emerging Small Cap Series VII – Dir Growth,0,5000,0.97,141.0,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,36.9,8.9,35,4.955827057601261,0.6780335427498971,0,0
Sundaram Equity Savings Fund,500,100,0.54,415.0,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,16.8,9.9,12,6.030685260261263,0.43178241642553783,1,0
Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,601.0,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,25.9,12.6,33,6.400257445308821,0.412109650826833,3,1
Sundaram Focused Fund,100,300,1.2,771.0,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,24.5,13.1,18,6.648984550024776,0.7884573603642702,3,1
Sundaram Global Brand Fund,100,100,1.42,117.0,10,Rohit Seksaria,1.59,1.855,16.95,0.86,0.88,6,Sundaram Mutual Fund,0,Other,FoFs Overseas,2.4,20.5,7.7,17,4.770684624465665,0.883767540168595,0,0
Sundaram Infrastructure Advantage Fund,100,100,1.87,594.0,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,32.5,9.1,33,6.38856140554563,1.0543120297715298,0,0
Sundaram Large and Mid Cap Fund,100,100,0.72,4885.0,10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,25.4,11.7,21,8.494129251817686,0.5423242908253617,3,0
Sundaram Large Cap Fund,100,100,0.6,2855.0,2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,18.5,8.9,22,7.957177323459475,0.4700036292457356,3,0
Sundaram Liquid Fund,2000,1000,0.17,4169.0,10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.2,3.3,23,8.335671314792847,0.15700374880966478,4,0
Sundaram Low Duration Fund,2000,1000,0.33,433.0,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,4.9,1.8,24,6.073044534100405,0.2851789422336624,4,0
Sundaram LT MC Tax Advantage Fund,0,500,1.22,27.0,6,Rohit Seksaria,3.85,8.463750000000001,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,1.4,42.8,9.5,11,3.332204510175204,0.7975071958841881,0,0
Sundaram LT MC Tax Advantage Fund,0,500,1.23,31.0,5,Rohit Seksaria,4.1,8.463750000000001,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.8,44.8,9.8,11,3.4657359027997265,0.8020015854720274,0,0
Sundaram LT MC Tax Advantage Fund,0,500,1.26,62.0,6,Rohit Seksaria,3.89,8.463750000000001,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,3.5,42.3,8.6,11,4.143134726391533,0.8153648132841945,0,0
Sundaram LT Tax Advantage Fund,0,500,1.3,18.0,5,Rohit Seksaria,4.32,8.463750000000001,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,5.4,46.9,8.9,11,2.9444389791664403,0.832909122935104,0,0
Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.0,29.2,12.5,11,2.3978952727983707,0.7884573603642702,0,1
Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,ELSS Mutual Funds,4.4,29.6,11.5,11,2.833213344056216,0.6981347220709844,0,0
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,5.0,5.3,25,3.828641396489095,0.7466879474879752,2,0
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,27.4,8.2,27,8.860641041773876,0.712949807856125,3,0
Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,4.7,8.9,28,4.174387269895637,0.1988508587451652,4,0
Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,28.1,11.0,30,7.493317248862145,0.6780335427498971,3,0
Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,25.0,8.9,30,4.442651256490317,0.5822156198526637,1,0
Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.6,25.0,8.9,30,4.969813299576001,0.5822156198526637,0,0
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,6,Sundaram Mutual Fund,2,Other,Index Funds,-3.1,26.2,8.2,20,3.970291913552122,0.3784364357202451,1,0
Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,8.9,31,6.914730892718563,0.06765864847381481,2,0
Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,6,Sundaram Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.2,31.3,8.9,33,7.728855823852543,0.6575200029167941,0,0
Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,2,Sundaram Mutual Fund,5,Debt,Short Duration Funds,4.8,6.4,4.8,34,5.303304908059076,0.2468600779315258,2,0
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,6,Sundaram Mutual Fund,2,Equity,Small Cap Mutual Funds,1.6,44.9,9.3,35,7.5822291942764615,0.6981347220709844,0,0
Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,6,Sundaram Mutual Fund,3,Equity,ELSS Mutual Funds,1.2,27.7,9.9,11,6.836259277277067,1.0152306797290584,0,0
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,3,Sundaram Mutual Fund,3,Debt,Ultra Short Duration Funds,5.7,4.7,4.5,36,7.253470382684528,0.15700374880966478,4,0
Tata Arbitrage Fund,150,5000,0.28,5925.0,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,1,Tata Mutual Fund,5,Hybrid,Arbitrage Mutual Funds,5.7,5.0,8.9,1,8.68710472813351,0.2468600779315258,2,0
Tata Balanced Advantage Fund,150,5000,0.28,6396.0,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,4,Tata Mutual Fund,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5.8,18.7,8.9,9,8.763584409450138,0.2468600779315258,4,0
Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,2.2,1.61,21.31,0.81,1.0,6,Tata Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.9,23.2,12.6,33,7.149131598557407,0.4637340162321401,3,1
Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,2,Tata Mutual Fund,3,Debt,Banking and PSU Mutual Funds,4.0,6.9,8.9,2,5.572154032177765,0.20701416938432615,2,0
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,18.1,33,8.819665349340653,0.27002713721306015,3,1
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,6,Tata Mutual Fund,2,Equity,Value Funds,6.6,27.8,10.0,37,8.540909718033554,0.6471032420585384,3,0
Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,4,Tata Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,3.4,12.0,7.5,12,4.962844630259907,0.11332868530700317,1,0
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,27.9,13.1,33,7.31455283232408,0.6626879730752367,3,1
Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,6,Tata Mutual Fund,2,Equity,Flexi Cap Funds,-2.5,21.3,8.9,14,7.64826303090192,0.5709795465857378,0,0
Tata Floating Rate Fund,150,5000,0.3,225.0,2,Akhil Mittal,2.87,1.855,12.3,0.86,1.29,2,Tata Mutual Fund,4,Debt,Floater Mutual Funds,5.6,18.5,8.9,15,5.420534999272286,0.262364264467491,1,0
Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,8.9,18,7.10085190894405,0.3784364357202451,1,0
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,2,Tata Mutual Fund,2,Debt,Gilt Mutual Funds,5.2,4.8,6.9,19,5.54907608489522,0.6418538861723948,2,0
Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,6,Tata Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,6.2,22.8,10.5,0,8.06054004653864,0.7178397931503169,3,0
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,6,Tata Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,2.8,23.0,10.6,33,7.205635176410364,0.6471032420585384,3,0
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,2.41,2.68,18.72,0.86,1.0,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.1,21.7,14.8,33,6.186208623900494,0.6981347220709844,3,1
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,6,Tata Mutual Fund,0,Equity,ELSS Mutual Funds,2.2,26.5,12.0,11,8.0323601479245,0.5653138090500605,3,0
Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,3.52,8.463750000000001,17.14,0.63,1.73,6,Tata Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,14.0,35.0,13.1,33,6.85751406254539,0.883767540168595,3,1
Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,6,Tata Mutual Fund,4,Equity,Large & Mid Cap Funds,8.8,33.5,14.0,21,8.210939733379021,0.636576829071551,3,1
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,3.05,0.45,16.0,0.94,1.35,6,Tata Mutual Fund,2,Equity,Large Cap Mutual Funds,1.8,25.7,11.3,22,7.2196420401307355,0.8064758658669484,0,0
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,2,Tata Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,23,9.809890903798543,0.19062035960864973,4,0
Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,6,Tata Mutual Fund,3,Equity,Mid Cap Mutual Funds,1.3,29.2,13.5,27,7.473069088032197,0.6830968447064438,3,1
